
> lint@1.2.0 lint:spell
> cspell -c ${LINTER_PATH}.cspell.json './src/**/*.{js,ts}'
/mnt/disk273/doc/coding/linters-article/src/pages/settings/settings.ts:222:24 - Unknown word (giftcards)
/mnt/disk273/doc/coding/linters-article/src/pages/settings/settings.ts:395:13 - Unknown word (giftcards)
/mnt/disk273/doc/coding/linters-article/src/pages/settings/share/share.ts:51:29 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/pages/settings/wallet-settings/wallet-settings-advanced/wallet-duplicate/wallet-duplicate.ts:113:34 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/pages/settings/wallet-settings/wallet-settings-advanced/wallet-duplicate/wallet-duplicate.ts:141:38 - Unknown word (Copayers)
/mnt/disk273/doc/coding/linters-article/src/pages/settings/wallet-settings/wallet-settings-advanced/wallet-duplicate/wallet-duplicate.ts:142:21 - Unknown word (Copayers)
/mnt/disk273/doc/coding/linters-article/src/pages/settings/wallet-settings/wallet-settings-advanced/wallet-duplicate/wallet-duplicate.ts:179:14 - Unknown word (Copayers)
/mnt/disk273/doc/coding/linters-article/src/pages/settings/wallet-settings/wallet-settings-advanced/wallet-duplicate/wallet-duplicate.ts:184:15 - Unknown word (copayers)
/mnt/disk273/doc/coding/linters-article/src/pages/settings/wallet-settings/wallet-settings-advanced/wallet-duplicate/wallet-duplicate.ts:187:36 - Unknown word (Copayers)
/mnt/disk273/doc/coding/linters-article/src/pages/settings/wallet-settings/wallet-settings-advanced/wallet-information/wallet-information.ts:20:10 - Unknown word (copayers)
/mnt/disk273/doc/coding/linters-article/src/pages/settings/wallet-settings/wallet-settings-advanced/wallet-information/wallet-information.ts:21:10 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/pages/settings/wallet-settings/wallet-settings-advanced/wallet-information/wallet-information.ts:56:12 - Unknown word (copayers)
/mnt/disk273/doc/coding/linters-article/src/pages/settings/wallet-settings/wallet-settings-advanced/wallet-information/wallet-information.ts:56:55 - Unknown word (copayers)
/mnt/disk273/doc/coding/linters-article/src/pages/settings/wallet-settings/wallet-settings-advanced/wallet-information/wallet-information.ts:58:10 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/pages/settings/wallet-settings/wallet-settings-advanced/wallet-information/wallet-information.ts:58:46 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/pages/settings/wallet-settings/wallet-settings-advanced/wallet-service-url/wallet-service-url.ts:64:33 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/pages/settings/wallet-settings/wallet-settings-advanced/wallet-service-url/wallet-service-url.ts:64:105 - Unknown word (Copayer)
/mnt/disk273/doc/coding/linters-article/src/pages/settings/wallet-settings/wallet-settings-advanced/wallet-transaction-history/wallet-transaction-history.ts:106:12 - Unknown word (Copayers)
/mnt/disk273/doc/coding/linters-article/src/pages/settings/wallet-settings/wallet-settings-advanced/wallet-transaction-history/wallet-transaction-history.ts:110:30 - Unknown word (copayers)
/mnt/disk273/doc/coding/linters-article/src/pages/settings/wallet-settings/wallet-settings-advanced/wallet-transaction-history/wallet-transaction-history.ts:117:12 - Unknown word (copayers)
/mnt/disk273/doc/coding/linters-article/src/pages/settings/wallet-settings/wallet-settings-advanced/wallet-transaction-history/wallet-transaction-history.ts:122:16 - Unknown word (copayers)
/mnt/disk273/doc/coding/linters-article/src/pages/settings/wallet-settings/wallet-settings-advanced/wallet-transaction-history/wallet-transaction-history.ts:123:31 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/pages/settings/wallet-settings/wallet-settings-advanced/wallet-transaction-history/wallet-transaction-history.ts:147:13 - Unknown word (Copayers)
/mnt/disk273/doc/coding/linters-article/src/pages/settings/wallet-settings/wallet-settings-advanced/wallet-transaction-history/wallet-transaction-history.ts:147:24 - Unknown word (copayers)
/mnt/disk273/doc/coding/linters-article/src/pages/settings/wallet-settings/wallet-settings-advanced/wallet-transaction-history/wallet-transaction-history.ts:161:15 - Unknown word (Copayers)
/mnt/disk273/doc/coding/linters-article/src/pages/tabs/tabs.ts:167:53 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/pages/tx-details/tx-details.ts:43:10 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/pages/tx-details/tx-details.ts:74:10 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/pages/tx-details/tx-details.ts:74:46 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/pages/tx-details/tx-details.ts:178:20 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/pages/txp-details/txp-details.ts:39:10 - Unknown word (copayers)
/mnt/disk273/doc/coding/linters-article/src/pages/txp-details/txp-details.ts:40:10 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/pages/txp-details/txp-details.ts:89:10 - Unknown word (copayers)
/mnt/disk273/doc/coding/linters-article/src/pages/txp-details/txp-details.ts:89:53 - Unknown word (copayers)
/mnt/disk273/doc/coding/linters-article/src/pages/txp-details/txp-details.ts:90:10 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/pages/txp-details/txp-details.ts:90:46 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/pages/txp-details/txp-details.ts:216:20 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/pages/txp-details/txp-details.ts:414:11 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/pages/txp-details/txp-details.ts:424:20 - Unknown word (Copayer)
/mnt/disk273/doc/coding/linters-article/src/pages/txp-details/txp-details.ts:441:16 - Unknown word (Copayer)
/mnt/disk273/doc/coding/linters-article/src/pages/txp-details/txp-details.ts:442:16 - Unknown word (copayers)
/mnt/disk273/doc/coding/linters-article/src/pages/wallet-details/wallet-details.ts:288:9 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/pages/wallet-details/wallet-details.ts:288:31 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/pages/wallets/proposals-notifications/proposals-notifications.ts:217:9 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/pages/wallets/proposals-notifications/proposals-notifications.ts:217:31 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/pages/wallets/wallets.ts:14:10 - Unknown word (Copayers)
/mnt/disk273/doc/coding/linters-article/src/pages/wallets/wallets.ts:14:38 - Unknown word (copayers)
/mnt/disk273/doc/coding/linters-article/src/pages/wallets/wallets.ts:14:47 - Unknown word (copayers)
/mnt/disk273/doc/coding/linters-article/src/pages/wallets/wallets.ts:113:79 - Unknown word (Firebased)
/mnt/disk273/doc/coding/linters-article/src/pages/wallets/wallets.ts:185:23 - Unknown word (Copayer)
/mnt/disk273/doc/coding/linters-article/src/pages/wallets/wallets.ts:222:21 - Unknown word (Copayer)
/mnt/disk273/doc/coding/linters-article/src/pages/wallets/wallets.ts:227:16 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/pages/wallets/wallets.ts:420:13 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/pages/wallets/wallets.ts:421:9 - Unknown word (Copayers)
/mnt/disk273/doc/coding/linters-article/src/pages/wallets/wallets.ts:429:7 - Unknown word (copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/address/address.spec.ts:38:80 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/address/address.spec.ts:40:9 - Unknown word (bitcoincash)
/mnt/disk273/doc/coding/linters-article/src/providers/address/address.spec.ts:42:10 - Unknown word (bitcoincash)
/mnt/disk273/doc/coding/linters-article/src/providers/address/address.spec.ts:47:10 - Unknown word (BITCOINCASH)
/mnt/disk273/doc/coding/linters-article/src/providers/address/address.spec.ts:52:10 - Unknown word (bitcoincash)
/mnt/disk273/doc/coding/linters-article/src/providers/address/address.spec.ts:57:89 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/address/address.spec.ts:60:10 - Unknown word (bitcoincash)
/mnt/disk273/doc/coding/linters-article/src/providers/address/address.spec.ts:129:18 - Unknown word (BITCOINCASH)
/mnt/disk273/doc/coding/linters-article/src/providers/address/address.spec.ts:134:10 - Unknown word (BITCOINCASH)
/mnt/disk273/doc/coding/linters-article/src/providers/address/address.spec.ts:256:18 - Unknown word (BITCOINCASH)
/mnt/disk273/doc/coding/linters-article/src/providers/address/address.spec.ts:261:10 - Unknown word (BITCOINCASH)
/mnt/disk273/doc/coding/linters-article/src/providers/address/address.spec.ts:266:41 - Unknown word (bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/address/address.spec.ts:283:18 - Unknown word (bitcoincash)
/mnt/disk273/doc/coding/linters-article/src/providers/address/address.ts:13:11 - Unknown word (bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/address/address.ts:14:11 - Unknown word (bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/address/address.ts:15:11 - Unknown word (bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/address/address.ts:16:11 - Unknown word (bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/address/address.ts:20:10 - Unknown word (bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/address/address.ts:20:40 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/address/address.ts:21:44 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/address/address.ts:22:44 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/address/address.ts:23:43 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/app-identity/app-identity.spec.ts:1:13 - Unknown word (bitauth)
/mnt/disk273/doc/coding/linters-article/src/providers/app-identity/app-identity.spec.ts:1:34 - Unknown word (bitauth)
/mnt/disk273/doc/coding/linters-article/src/providers/app-identity/app-identity.spec.ts:62:29 - Unknown word (bitauth)
/mnt/disk273/doc/coding/linters-article/src/providers/app-identity/app-identity.spec.ts:72:13 - Unknown word (bitauth)
/mnt/disk273/doc/coding/linters-article/src/providers/app-identity/app-identity.ts:7:13 - Unknown word (bitauth)
/mnt/disk273/doc/coding/linters-article/src/providers/app-identity/app-identity.ts:7:34 - Unknown word (bitauth)
/mnt/disk273/doc/coding/linters-article/src/providers/app-identity/app-identity.ts:27:23 - Unknown word (bitauth)
/mnt/disk273/doc/coding/linters-article/src/providers/app-identity/app-identity.ts:30:18 - Unknown word (bitauth)
/mnt/disk273/doc/coding/linters-article/src/providers/app-identity/app-identity.ts:31:9 - Unknown word (bitauth)
/mnt/disk273/doc/coding/linters-article/src/providers/app/app.spec.ts:25:55 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-account/bitpay-account.ts:10:36 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-account/bitpay-account.ts:10:43 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-account/bitpay-account.ts:21:29 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-account/bitpay-account.ts:23:63 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-account/bitpay-account.ts:28:45 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-account/bitpay-account.ts:140:27 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-account/bitpay-account.ts:193:11 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-account/bitpay-account.ts:238:14 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-account/bitpay-account.ts:239:33 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-account/bitpay-account.ts:247:14 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-card/bitpay-card.ts:6:36 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-card/bitpay-card.ts:6:43 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-card/bitpay-card.ts:250:15 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-card/bitpay-card.ts:425:11 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-card/bitpay-card.ts:433:14 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-card/bitpay-card.ts:527:27 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-card/bitpay-card.ts:527:44 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-id/bitpay-id.ts:8:13 - Unknown word (bitauth)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-id/bitpay-id.ts:8:34 - Unknown word (bitauth)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-id/bitpay-id.ts:19:11 - Unknown word (BITPAY)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-id/bitpay-id.ts:42:10 - Unknown word (BITPAY)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-id/bitpay-id.ts:46:22 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-id/bitpay-id.ts:82:24 - Unknown word (bitauth)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-id/bitpay-id.ts:84:7 - Unknown word (bitauth)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-id/bitpay-id.ts:90:38 - Unknown word (bitauth)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-id/bitpay-id.ts:97:31 - Unknown word (BITPAY)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-id/bitpay-id.ts:153:45 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-id/bitpay-id.ts:182:25 - Unknown word (BITPAY)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay-id/bitpay-id.ts:257:40 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay/bitpay.ts:8:13 - Unknown word (bitauth)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay/bitpay.ts:8:34 - Unknown word (bitauth)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay/bitpay.ts:13:11 - Unknown word (BITPAY)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay/bitpay.ts:24:10 - Unknown word (BITPAY)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay/bitpay.ts:28:22 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay/bitpay.ts:38:20 - Unknown word (BITPAY)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay/bitpay.ts:60:31 - Unknown word (BITPAY)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay/bitpay.ts:61:26 - Unknown word (bitauth)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay/bitpay.ts:62:24 - Unknown word (BITPAY)
/mnt/disk273/doc/coding/linters-article/src/providers/bitpay/bitpay.ts:88:36 - Unknown word (bitauth)
/mnt/disk273/doc/coding/linters-article/src/providers/buy-crypto/buy-crypto.ts:62:45 - Unknown word (creditcard)
/mnt/disk273/doc/coding/linters-article/src/providers/bwc-error/bwc-error.spec.ts:134:24 - Unknown word (COPAYER)
/mnt/disk273/doc/coding/linters-article/src/providers/bwc-error/bwc-error.spec.ts:136:10 - Unknown word (Copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/bwc-error/bwc-error.spec.ts:158:24 - Unknown word (COPAYER)
/mnt/disk273/doc/coding/linters-article/src/providers/bwc-error/bwc-error.spec.ts:160:10 - Unknown word (Copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/bwc-error/bwc-error.spec.ts:204:24 - Unknown word (COPAYER)
/mnt/disk273/doc/coding/linters-article/src/providers/bwc-error/bwc-error.spec.ts:205:50 - Unknown word (Copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/bwc-error/bwc-error.spec.ts:215:24 - Unknown word (COPAYER)
/mnt/disk273/doc/coding/linters-article/src/providers/bwc-error/bwc-error.ts:105:12 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/bwc-error/bwc-error.ts:125:13 - Unknown word (COPAYER)
/mnt/disk273/doc/coding/linters-article/src/providers/bwc-error/bwc-error.ts:126:40 - Unknown word (Copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/bwc-error/bwc-error.ts:152:13 - Unknown word (COPAYER)
/mnt/disk273/doc/coding/linters-article/src/providers/bwc-error/bwc-error.ts:154:12 - Unknown word (Copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/bwc-error/bwc-error.ts:190:13 - Unknown word (COPAYER)
/mnt/disk273/doc/coding/linters-article/src/providers/bwc-error/bwc-error.ts:191:40 - Unknown word (Copayer)
/mnt/disk273/doc/coding/linters-article/src/providers/bwc-error/bwc-error.ts:201:13 - Unknown word (COPAYER)
/mnt/disk273/doc/coding/linters-article/src/providers/bwc/bwc.ts:5:18 - Unknown word (bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/bwc/bwc.ts:14:13 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/bwc/bwc.ts:15:16 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/bwc/bwc.ts:18:13 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/bwc/bwc.ts:19:16 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/bwc/bwc.ts:22:13 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/config/config.ts:10:10 - Unknown word (Copayers)
/mnt/disk273/doc/coding/linters-article/src/providers/config/config.ts:15:13 - Unknown word (Copayers)
/mnt/disk273/doc/coding/linters-article/src/providers/config/config.ts:16:10 - Unknown word (Copayers)
/mnt/disk273/doc/coding/linters-article/src/providers/config/config.ts:40:5 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/config/config.ts:49:5 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/config/config.ts:75:5 - Unknown word (giftcards)
/mnt/disk273/doc/coding/linters-article/src/providers/config/config.ts:159:14 - Unknown word (Copayers)
/mnt/disk273/doc/coding/linters-article/src/providers/config/config.ts:165:17 - Unknown word (Copayers)
/mnt/disk273/doc/coding/linters-article/src/providers/config/config.ts:181:10 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/config/config.ts:191:9 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/config/config.ts:200:9 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/config/config.ts:230:9 - Unknown word (giftcards)
/mnt/disk273/doc/coding/linters-article/src/providers/config/config.ts:388:44 - Unknown word (giftcards)
/mnt/disk273/doc/coding/linters-article/src/providers/config/config.ts:389:42 - Unknown word (giftcards)
/mnt/disk273/doc/coding/linters-article/src/providers/config/config.ts:389:89 - Unknown word (giftcards)
/mnt/disk273/doc/coding/linters-article/src/providers/currency/coin.ts:4:6 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/currency/coin.ts:70:27 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/currency/coin.ts:71:34 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/currency/coin.ts:105:35 - Unknown word (bitcoincash)
/mnt/disk273/doc/coding/linters-article/src/providers/currency/coin.ts:107:27 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/currency/coin.ts:108:34 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/currency/coin.ts:477:27 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/gift-card/gift-card.spec.ts:104:39 - Unknown word (BITPAY)
/mnt/disk273/doc/coding/linters-article/src/providers/gift-card/gift-card.ts:14:38 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/gift-card/gift-card.ts:14:48 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/gift-card/gift-card.ts:54:13 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/gift-card/gift-card.ts:155:16 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/gift-card/gift-card.ts:159:26 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/gift-card/gift-card.ts:167:22 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/gift-card/gift-card.ts:180:33 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/gift-card/gift-card.ts:181:35 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/gift-card/gift-card.ts:187:27 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/gift-card/gift-card.ts:198:37 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/gift-card/gift-card.ts:599:24 - Unknown word (BITPAY)
/mnt/disk273/doc/coding/linters-article/src/providers/gift-card/gift-card.ts:743:14 - Unknown word (giftcards)
/mnt/disk273/doc/coding/linters-article/src/providers/gift-card/gift-card.ts:746:58 - Unknown word (giftcards)
/mnt/disk273/doc/coding/linters-article/src/providers/gift-card/gift-card.ts:899:36 - Unknown word (flatrate)
/mnt/disk273/doc/coding/linters-article/src/providers/gift-card/gift-card.types.ts:12:10 - Unknown word (flatrate)
/mnt/disk273/doc/coding/linters-article/src/providers/in-app-browser/card.ts:4:13 - Unknown word (bitauth)
/mnt/disk273/doc/coding/linters-article/src/providers/in-app-browser/card.ts:4:34 - Unknown word (bitauth)
/mnt/disk273/doc/coding/linters-article/src/providers/in-app-browser/card.ts:13:38 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/in-app-browser/card.ts:13:48 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/in-app-browser/card.ts:39:35 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/in-app-browser/card.ts:39:50 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/in-app-browser/card.ts:47:11 - Unknown word (BITPAY)
/mnt/disk273/doc/coding/linters-article/src/providers/in-app-browser/card.ts:62:13 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/in-app-browser/card.ts:84:10 - Unknown word (BITPAY)
/mnt/disk273/doc/coding/linters-article/src/providers/in-app-browser/card.ts:405:29 - Unknown word (BITPAY)
/mnt/disk273/doc/coding/linters-article/src/providers/in-app-browser/card.ts:407:28 - Unknown word (bitauth)
/mnt/disk273/doc/coding/linters-article/src/providers/in-app-browser/card.ts:492:62 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/in-app-browser/card.ts:523:43 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/in-app-browser/card.ts:584:64 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/in-app-browser/card.ts:600:43 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/in-app-browser/card.ts:643:51 - Unknown word (Bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/in-app-browser/card.ts:734:29 - Unknown word (BITPAY)
/mnt/disk273/doc/coding/linters-article/src/providers/in-app-browser/card.ts:736:28 - Unknown word (bitauth)
/mnt/disk273/doc/coding/linters-article/src/providers/in-app-browser/card.ts:780:26 - Unknown word (bitauth)
/mnt/disk273/doc/coding/linters-article/src/providers/in-app-browser/card.ts:799:17 - Unknown word (BITPAY)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.spec.ts:27:28 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.spec.ts:160:10 - Unknown word (bitcoincash)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.spec.ts:271:36 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.spec.ts:386:36 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.spec.ts:470:10 - Unknown word (bitcoincash)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.spec.ts:471:10 - Unknown word (bitcoincash)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.spec.ts:476:37 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.spec.ts:624:10 - Unknown word (BITCOINCASH)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.spec.ts:629:37 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.spec.ts:668:37 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.spec.ts:705:19 - Unknown word (bitcoincash)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.spec.ts:714:13 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.spec.ts:715:29 - Unknown word (bitcoincash)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.spec.ts:719:30 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.spec.ts:772:10 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.spec.ts:773:10 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.spec.ts:1049:14 - Unknown word (BITCOINCASH)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.ts:10:38 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.ts:10:48 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.ts:84:25 - Unknown word (bitcoincash)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.ts:90:50 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.ts:95:33 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.ts:99:21 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.ts:108:34 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.ts:113:34 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.ts:128:34 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.ts:133:34 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.ts:143:11 - Unknown word (Bitcore)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.ts:144:36 - Unknown word (bitcoincash)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.ts:536:28 - Unknown word (bitcoincash)
/mnt/disk273/doc/coding/linters-article/src/providers/incoming-data/incoming-data.ts:1330:19 - Unknown word (bitcoincash)
/mnt/disk273/doc/coding/linters-article/src/providers/index.ts:28:53 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/index.ts:28:68 - Unknown word (bitpay)
/mnt/disk273/doc/coding/linters-article/src/providers/index.ts:29:50 - Unknown word (bitpay)
